Scientific_Name,Genus,Species
Carex cephalophora,Carex,cephalophora
Carex chordorrhiza,Carex,chordorrhiza
Carex collinsii,Carex,collinsii
Carex communis var. communis,Carex,communis
Carex comosa,Carex,comosa
Carex comosa × C. hystericina,Carex,comosa × C. hystericina
Carex conjuncta,Carex,conjuncta
Carex conoidea,Carex,conoidea
Carex crawei,Carex,crawei
Carex crawfordii,Carex,crawfordii
Carex crinita,Carex,crinita
Carex crinita var. brevicrinis,Carex,crinita
Carex crinita var. crinita,Carex,crinita
Carex cristatella,Carex,cristatella
Carex cryptolepis,Carex,cryptolepis
Carex cryptolepis × C. flava,Carex,cryptolepis × C. flava
Carex cryptolepis × C. oederi,Carex,cryptolepis × C. oederi
Carex cumulata,Carex,cumulata
Carex davisii,Carex,davisii
Carex debilis,Carex,debilis
Carex debilis var. debilis,Carex,debilis
Carex debilis var. rudgei,Carex,debilis
Carex decomposita,Carex,decomposita
Carex deflexa var. deflexa,Carex,deflexa
Carex deweyana var. deweyana,Carex,deweyana
Carex diandra,Carex,diandra
Carex digitalis × C. laxiculmis var. laxiculmis,Carex,digitalis × C. laxiculmis var. laxiculmis
Carex digitalis var. digitalis,Carex,digitalis
Carex disperma,Carex,disperma
Carex eburnea,Carex,eburnea
Carex echinata ssp. echinata,Carex,echinata
Carex echinodes,Carex,echinodes
Carex emmonsii,Carex,emmonsii
Carex emoryi,Carex,emoryi
Carex exilis,Carex,exilis
Carex extensa,Carex,extensa
Carex festucacea,Carex,festucacea
Carex flacca,Carex,flacca
Carex flava,Carex,flava
Carex flava × C. oederi = C. ×subviridula,Carex,flava × C. oederi = C. ×subviridula
Carex foenea,Carex,foenea
Carex folliculata,Carex,folliculata
Carex formosa,Carex,formosa
Carex frankii,Carex,frankii
Carex garberi,Carex,garberi
Carex glaucodea,Carex,glaucodea
Carex gracilescens,Carex,gracilescens
Carex gracillima,Carex,gracillima
Carex gracillima × C. hirsutella,Carex,gracillima × C. hirsutella
Carex gracillima × C. hirtifolia = C. ×sullivantii,Carex,gracillima × C. hirtifolia = C. ×sullivantii
Carex gracillima × C. swanii,Carex,gracillima × C. swanii
Carex granularis,Carex,granularis
Carex grayi,Carex,grayi
Carex grisea,Carex,grisea
Carex gynandra,Carex,gynandra
Carex gynocrates,Carex,gynocrates
Carex haydenii,Carex,haydenii
Carex hirsutella,Carex,hirsutella
Carex hirta,Carex,hirta
Carex hirtifolia,Carex,hirtifolia
Carex hitchcockiana,Carex,hitchcockiana
Carex hormathodes,Carex,hormathodes
Carex houghtoniana,Carex,houghtoniana
Carex hystericina,Carex,hystericina
Carex hystericina × C. pseudocyperus,Carex,hystericina × C. pseudocyperus
Carex hystericina × C. schweinitzii,Carex,hystericina × C. schweinitzii
Carex interior,Carex,interior
Carex intumescens,Carex,intumescens
Carex jamesii,Carex,jamesii
Carex kobomugi,Carex,kobomugi
Carex lacustris,Carex,lacustris
Carex lacustris × C. trichocarpa,Carex,lacustris × C. trichocarpa
Carex laevivaginata,Carex,laevivaginata
Carex lasiocarpa ssp. americana,Carex,lasiocarpa
Carex laxiculmis,Carex,laxiculmis
Carex laxiculmis var. copulata,Carex,laxiculmis
Carex laxiculmis var. laxiculmis,Carex,laxiculmis
Carex laxiflora,Carex,laxiflora
Carex laxiflora × C. leptonervia,Carex,laxiflora × C. leptonervia
Carex leavenworthii,Carex,leavenworthii
Carex lenticularis,Carex,lenticularis
Carex leptalea,Carex,leptalea
Carex leptonervia,Carex,leptonervia
Carex limosa,Carex,limosa
Carex livida,Carex,livida
Carex longii,Carex,longii
Carex lucorum,Carex,lucorum
Carex lupuliformis,Carex,lupuliformis
Carex lupulina,Carex,lupulina
Carex lupulina × C. lurida,Carex,lupulina × C. lurida
Carex lupulina × C. retrorsa,Carex,lupulina × C. retrorsa
Carex lurida,Carex,lurida
Carex magellanica ssp. irrigua,Carex,magellanica
Carex meadii,Carex,meadii
Carex merritt-fernaldii,Carex,merritt-fernaldii
Carex mesochorea,Carex,mesochorea
Carex michauxiana,Carex,michauxiana
Carex mitchelliana,Carex,mitchelliana
Carex molesta,Carex,molesta
Carex muehlenbergii,Carex,muehlenbergii
Carex muehlenbergii var. enervis,Carex,muehlenbergii
Carex muehlenbergii var. muehlenbergii,Carex,muehlenbergii
Carex muskingumensis,Carex,muskingumensis
Carex nigra,Carex,nigra
Carex nigromarginata,Carex,nigromarginata
Carex normalis,Carex,normalis
Carex novae-angliae,Carex,novae-angliae
Carex oederi ssp. oederi,Carex,oederi
Carex oligocarpa,Carex,oligocarpa
Carex oligosperma,Carex,oligosperma
Carex ormostachya,Carex,ormostachya
Carex pallescens,Carex,pallescens
Carex panicea,Carex,panicea
Carex pauciflora,Carex,pauciflora
Carex peckii,Carex,peckii
Carex pedunculata ssp. pedunculata,Carex,pedunculata
Carex pellita,Carex,pellita
Carex pensylvanica,Carex,pensylvanica
Carex pensylvanica × C. umbellata,Carex,pensylvanica × C. umbellata
Carex plantaginea,Carex,plantaginea
Carex platyphylla,Carex,platyphylla
Carex polymorpha,Carex,polymorpha
Carex praegracilis,Carex,praegracilis
Carex prairea,Carex,prairea
Carex prasina,Carex,prasina
Carex projecta,Carex,projecta
Carex pseudocyperus,Carex,pseudocyperus
Carex radiata,Carex,radiata
Carex retroflexa,Carex,retroflexa
Carex retrorsa,Carex,retrorsa
Carex reznicekii,Carex,reznicekii
Carex richardsonii,Carex,richardsonii
Carex rosea,Carex,rosea
Carex rugosperma,Carex,rugosperma
Carex sartwellii,Carex,sartwellii
Carex scabrata,Carex,scabrata
Carex schweinitzii,Carex,schweinitzii
Carex scirpoidea ssp. scirpoidea,Carex,scirpoidea
Carex scoparia,Carex,scoparia
Carex secalina,Carex,secalina
Carex seorsa,Carex,seorsa
Carex shortiana,Carex,shortiana
Carex siccata,Carex,siccata
Carex silicea,Carex,silicea
Carex sparganioides,Carex,sparganioides
Carex spicata,Carex,spicata
Carex sprengelii,Carex,sprengelii
Carex squarrosa,Carex,squarrosa
Carex sterilis,Carex,sterilis
Carex stipata var. stipata,Carex,stipata
Carex straminea,Carex,straminea
Carex striata,Carex,striata
Carex striatula,Carex,striatula
Carex stricta,Carex,stricta
Carex styloflexa,Carex,styloflexa
Carex swanii,Carex,swanii
Carex sychnocephala,Carex,sychnocephala
Carex sylvatica,Carex,sylvatica
Carex tenera,Carex,tenera
Carex tenuiflora,Carex,tenuiflora
Carex tenuiflora × C. trisperma = C. ×trichina,Carex,tenuiflora × C. trisperma = C. ×trichina
Carex tetanica,Carex,tetanica
Carex texensis,Carex,texensis
Carex tincta,Carex,tincta
Carex tonsa,Carex,tonsa
Carex torta,Carex,torta
Carex tribuloides var. tribuloides,Carex,tribuloides
Carex trichocarpa,Carex,trichocarpa
Carex trisperma,Carex,trisperma
Carex tuckermanii,Carex,tuckermanii
Carex typhina,Carex,typhina
Carex umbellata,Carex,umbellata
Carex utriculata,Carex,utriculata
Carex vaginata,Carex,vaginata
Carex venusta,Carex,venusta
Carex vesicaria,Carex,vesicaria
Carex vestita,Carex,vestita
Carex virescens,Carex,virescens
Carex vulpinoidea,Carex,vulpinoidea
Carex wiegandii,Carex,wiegandii
Carex willdenowii,Carex,willdenowii
Carex woodii,Carex,woodii
Carlina vulgaris ssp. vulgaris,Carlina,vulgaris
Carpinus betulus,Carpinus,betulus
Carpinus caroliniana ssp. virginiana,Carpinus,caroliniana
Carthamus tinctorius,Carthamus,tinctorius
Carum carvi,Carum,carvi
Carya cordiformis,Carya,cordiformis
Carya cordiformis × C. ovata = C. ×laneyi,Carya,cordiformis × C. ovata = C. ×laneyi
Carya glabra,Carya,glabra
Carya laciniosa,Carya,laciniosa
Carya laciniosa × C. ovata = C. ×dunbarii,Carya,laciniosa × C. ovata = C. ×dunbarii
Carya ovata var. ovata,Carya,ovata
Carya tomentosa,Carya,tomentosa
Castanea crenata,Castanea,crenata
Castanea dentata,Castanea,dentata
Castanea pumila,Castanea,pumila
Castanea sativa,Castanea,sativa
Castilleja coccinea,Castilleja,coccinea
Catalpa bignonioides,Catalpa,bignonioides
Catalpa ovata,Catalpa,ovata
Catalpa speciosa,Catalpa,speciosa
Catapodium rigidum ssp. rigidum,Catapodium,rigidum
Caulophyllum giganteum,Caulophyllum,giganteum
Caulophyllum thalictroides,Caulophyllum,thalictroides
Ceanothus americanus,Ceanothus,americanus
Ceanothus herbaceus,Ceanothus,herbaceus
Celastrus orbiculatus,Celastrus,orbiculatus
Celastrus scandens,Celastrus,scandens
Celosia argentea,Celosia,argentea
Celosia cristata,Celosia,cristata
Celtis occidentalis,Celtis,occidentalis
Celtis pumila,Celtis,pumila
Cenchrus biflorus,Cenchrus,biflorus
Cenchrus longispinus,Cenchrus,longispinus
Cenchrus purpurascens,Cenchrus,purpurascens
Cenchrus spinifex,Cenchrus,spinifex
Cenchrus tribuloides,Cenchrus,tribuloides
Centaurea aspera,Centaurea,aspera
Centaurea benedicta,Centaurea,benedicta
Centaurea calcitrapa,Centaurea,calcitrapa
Centaurea cineraria,Centaurea,cineraria
Centaurea cyanus,Centaurea,cyanus
Centaurea diluta,Centaurea,diluta
Centaurea jacea,Centaurea,jacea
Centaurea jacea × C. nigra = C. ×moncktonii,Centaurea,jacea × C. nigra = C. ×moncktonii
Centaurea montana,Centaurea,montana
Centaurea nigra,Centaurea,nigra
Centaurea nigrescens,Centaurea,nigrescens
Centaurea phrygia,Centaurea,phrygia
Centaurea scabiosa,Centaurea,scabiosa
Centaurea solstitialis,Centaurea,solstitialis
Centaurea stoebe ssp. micranthos,Centaurea,stoebe
Centaurium erythraea,Centaurium,erythraea
Centaurium pulchellum,Centaurium,pulchellum
Centromadia pungens ssp. pungens,Centromadia,pungens
Cephalanthus occidentalis,Cephalanthus,occidentalis
Cephalaria gigantea,Cephalaria,gigantea
Cephalotaxus harringtonia,Cephalotaxus,harringtonia
Cerastium arvense,Cerastium,arvense
Cerastium fontanum ssp. vulgare,Cerastium,fontanum
Cerastium glomeratum,Cerastium,glomeratum
Cerastium nutans var. nutans,Cerastium,nutans
Cerastium pumilum,Cerastium,pumilum
Cerastium semidecandrum,Cerastium,semidecandrum
Cerastium strictum,Cerastium,strictum
Cerastium tomentosum,Cerastium,tomentosum
Cerastium velutinum var. velutinum,Cerastium,velutinum
Ceratocephala testiculata,Ceratocephala,testiculata
Ceratophyllum demersum,Ceratophyllum,demersum
Ceratophyllum echinatum,Ceratophyllum,echinatum
Cercidiphyllum japonicum,Cercidiphyllum,japonicum
Cercis canadensis var. canadensis,Cercis,canadensis
Chaenactis stevioides,Chaenactis,stevioides
Chaenomeles japonica,Chaenomeles,japonica
Chaenomeles speciosa,Chaenomeles,speciosa
Chaenorhinum minus ssp. minus,Chaenorhinum,minus
Chaerophyllum procumbens var. procumbens,Chaerophyllum,procumbens
Chaiturus marrubiastrum,Chaiturus,marrubiastrum
Chamaecrista fasciculata var. fasciculata,Chamaecrista,fasciculata
Chamaecrista nictitans var. nictitans,Chamaecrista,nictitans
Chamaecyparis pisifera,Chamaecyparis,pisifera
Chamaecyparis thyoides,Chamaecyparis,thyoides
Chamaedaphne calyculata,Chamaedaphne,calyculata
Chamaelirium luteum,Chamaelirium,luteum
Chamaenerion angustifolium ssp. circumvagum,Chamaenerion,angustifolium
Chasmanthium latifolium,Chasmanthium,latifolium
Chasmanthium laxum,Chasmanthium,laxum
Chelidonium majus,Chelidonium,majus
Chelone glabra,Chelone,glabra
Chenopodiastrum murale,Chenopodiastrum,murale
Chenopodiastrum simplex,Chenopodiastrum,simplex
Chenopodium album,Chenopodium,album
Chenopodium berlandieri,Chenopodium,berlandieri
Chenopodium berlandieri var. bushianum,Chenopodium,berlandieri
Chenopodium berlandieri var. macrocalycium,Chenopodium,berlandieri
Chenopodium betaceum,Chenopodium,betaceum
Chenopodium ficifolium ssp. ficifolium,Chenopodium,ficifolium
Chenopodium foggii,Chenopodium,foggii
Chenopodium pratericola,Chenopodium,pratericola
Chenopodium standleyanum,Chenopodium,standleyanum
Chenopodium vulvaria,Chenopodium,vulvaria
Chimaphila maculata,Chimaphila,maculata
Chimaphila umbellata,Chimaphila,umbellata
Chionanthus virginicus,Chionanthus,virginicus
Chloris verticillata,Chloris,verticillata
Chloris virgata,Chloris,virgata
Chondrilla juncea,Chondrilla,juncea
Chorispora tenella,Chorispora,tenella
Chrysogonum virginianum,Chrysogonum,virginianum
Chrysopsis mariana,Chrysopsis,mariana
Chrysosplenium americanum,Chrysosplenium,americanum
Cicer arietinum,Cicer,arietinum
Cichorium intybus,Cichorium,intybus
Cicuta bulbifera,Cicuta,bulbifera
Cicuta maculata var. maculata,Cicuta,maculata
Cinna arundinacea,Cinna,arundinacea
Cinna latifolia,Cinna,latifolia
Circaea alpina ssp. alpina,Circaea,alpina
Circaea alpina ssp. alpina × C. canadensis = C. ×sterilis,Circaea,alpina ssp. alpina × C. canadensis = C. ×sterilis
Circaea canadensis,Circaea,canadensis
Cirsium altissimum,Cirsium,altissimum
Cirsium arvense,Cirsium,arvense
Cirsium discolor,Cirsium,discolor
Cirsium flodmanii,Cirsium,flodmanii
Cirsium horridulum var. horridulum,Cirsium,horridulum
Cirsium muticum,Cirsium,muticum
Cirsium palustre,Cirsium,palustre
Cirsium pumilum ssp. pumilum,Cirsium,pumilum
Cirsium vulgare,Cirsium,vulgare
Citrullus lanatus ssp. lanatus,Citrullus,lanatus
Cladanthus mixtus,Cladanthus,mixtus
Cladium mariscoides,Cladium,mariscoides
Cladrastis kentukea,Cladrastis,kentukea
Clarkia pulchella,Clarkia,pulchella
Clarkia purpurea,Clarkia,purpurea
Claytonia caroliniana,Claytonia,caroliniana
Claytonia caroliniana × C. virginica,Claytonia,caroliniana × C. virginica
Claytonia virginica,Claytonia,virginica
Clematis occidentalis var. occidentalis,Clematis,occidentalis
Clematis ochroleuca,Clematis,ochroleuca
Clematis terniflora,Clematis,terniflora
Clematis virginiana,Clematis,virginiana
Clematis viticella,Clematis,viticella
Clerodendrum trichotomum,Clerodendrum,trichotomum
Clethra alnifolia,Clethra,alnifolia
Clinopodium acinos,Clinopodium,acinos
Clinopodium arkansanum,Clinopodium,arkansanum
Clinopodium nepeta,Clinopodium,nepeta
Clinopodium vulgare,Clinopodium,vulgare
Clintonia borealis,Clintonia,borealis
Clintonia umbellulata,Clintonia,umbellulata
Clitoria mariana var. mariana,Clitoria,mariana
Coincya monensis ssp. recurvata,Coincya,monensis
Coix lacryma-jobi,Coix,lacryma-jobi
Coleataenia anceps ssp. anceps,Coleataenia,anceps
Coleataenia longifolia ssp. longifolia,Coleataenia,longifolia
Coleataenia pulchra,Coleataenia,pulchra
Coleataenia rigidula ssp. rigidula,Coleataenia,rigidula
Collinsia parviflora,Collinsia,parviflora
Collinsia verna,Collinsia,verna
Collinsonia canadensis,Collinsonia,canadensis
Collomia linearis,Collomia,linearis
Colutea arborescens,Colutea,arborescens
Comandra umbellata ssp. umbellata,Comandra,umbellata
Comarum palustre,Comarum,palustre
Commelina communis,Commelina,communis
Commelina erecta,Commelina,erecta
Comptonia peregrina,Comptonia,peregrina
Conioselinum chinense,Conioselinum,chinense
Conium maculatum,Conium,maculatum
Conoclinium coelestinum,Conoclinium,coelestinum
Conopholis americana,Conopholis,americana
Conringia orientalis,Conringia,orientalis
Convallaria majalis ssp. majalis,Convallaria,majalis
Convolvulus arvensis,Convolvulus,arvensis
Coptis trifolia,Coptis,trifolia
Corallorhiza maculata,Corallorhiza,maculata
Corallorhiza maculata var. maculata,Corallorhiza,maculata
Corallorhiza maculata var. occidentalis,Corallorhiza,maculata
Corallorhiza odontorhiza,Corallorhiza,odontorhiza
Corallorhiza odontorhiza var. odontorhiza,Corallorhiza,odontorhiza
Corallorhiza odontorhiza var. pringlei,Corallorhiza,odontorhiza
Corallorhiza striata var. striata,Corallorhiza,striata
Corallorhiza trifida,Corallorhiza,trifida
Corema conradii,Corema,conradii
Coreopsis grandiflora,Coreopsis,grandiflora
Coreopsis lanceolata,Coreopsis,lanceolata
Coreopsis major,Coreopsis,major
Coreopsis rosea,Coreopsis,rosea
Coreopsis tinctoria,Coreopsis,tinctoria
Coreopsis tripteris,Coreopsis,tripteris
Coriandrum sativum,Coriandrum,sativum
Corispermum hookeri var. hookeri,Corispermum,hookeri
Corispermum pallasii,Corispermum,pallasii
Cornus alternifolia,Cornus,alternifolia
Cornus amomum,Cornus,amomum
Cornus amomum × C. racemosa,Cornus,amomum × C. racemosa
Cornus amomum ssp. amomum,Cornus,amomum
Cornus amomum ssp. obliqua,Cornus,amomum
Cornus canadensis,Cornus,canadensis
Cornus drummondii,Cornus,drummondii
Cornus florida,Cornus,florida
Cornus kousa,Cornus,kousa
Cornus mas,Cornus,mas
Cornus racemosa,Cornus,racemosa
Cornus rugosa,Cornus,rugosa
Cornus rugosa × C. sericea = C. ×slavinii,Cornus,rugosa × C. sericea = C. ×slavinii
Cornus sericea,Cornus,sericea
Corydalis aurea ssp. aurea,Corydalis,aurea
Corydalis flavula,Corydalis,flavula
Corydalis incisa,Corydalis,incisa
Corydalis solida,Corydalis,solida
Corylus americana,Corylus,americana
Corylus cornuta ssp. cornuta,Corylus,cornuta
Corynephorus canescens,Corynephorus,canescens
Coryphopteris simulata,Coryphopteris,simulata
Cosmos bipinnatus,Cosmos,bipinnatus
Cosmos sulphureus,Cosmos,sulphureus
Cota tinctoria,Cota,tinctoria
Cotinus coggygria,Cotinus,coggygria
Cotoneaster atropurpureus,Cotoneaster,atropurpureus
Cotoneaster cochleatus,Cotoneaster,cochleatus
Cotoneaster divaricatus,Cotoneaster,divaricatus
Crassula aquatica,Crassula,aquatica
Crataegus biltmoreana,Crataegus,biltmoreana
Crataegus brainerdii,Crataegus,brainerdii
Crataegus calpodendron,Crataegus,calpodendron
Crataegus chrysocarpa var. chrysocarpa,Crataegus,chrysocarpa
Crataegus coccinea,Crataegus,coccinea
Crataegus coccinea var. coccinea,Crataegus,coccinea
Crataegus coccinea var. pringlei,Crataegus,coccinea
Crataegus coccinioides,Crataegus,coccinioides
Crataegus cognata,Crataegus,cognata
Crataegus crus-galli var. crus-galli,Crataegus,crus-galli
Crataegus dissona,Crataegus,dissona
Crataegus dodgei,Crataegus,dodgei
Crataegus flabellata,Crataegus,flabellata
Crataegus flabellata var. flabellata,Crataegus,flabellata
